,Período,Hacienda,Zona,Tenencia,Suerte,Suelo,Area Neta,Dist Km,Variedad,Cod.Estado #,Cod.Estado,Edad Ult Cos,Destino 1=Semilla,Cod. T.Cultivo,Producto,Dosis Madurante,TonUltCorte,TCH,TCHM,Ton.Azucar,Rdto,TAH,TAHM,Sac.Caña Precosecha,%Sac.Caña,%Sac.Muestreadora,%ATR,KATRHM,%Fibra Caña,%AR Jugo,%ME Min,%ME Veg,%ME Tot,Brix,Pureza,Vejez,Tipo Quema,T.Corte,Cerca de,Cosechó,Num.Riegos,M3 Riego,DDUlt.Riego,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,%Infest.Diatrea,Fosfato Jugo,NITO_XTEND,Vinaza,Codigo Estacion,Temp. Media 0-3,Temp. Media Ciclo,Temp Max Ciclo,Temp Min Ciclo,Humedad Rel Media 0-3 ,Humedad Rel Media Ciclo,Oscilacion Temp Med 0-3,Oscilacion Temp Ciclo,Radicion Solar 0-3,Radiacion Solar Ciclo,Precipitacion 0_3,Precipitacion Ciclo,Evaporacion 0-3,Evaporacion Ciclo,DS_indicator,catSac,Mes Siembra,Ano Siembra,Mes Ult.Corte,Ano Ult.Corte
13988,202202,80102,0,11.0,10,2,0.094,0.02088167053364269,4,7,3,0.3687537627934979,0,2.0,0,0.0,0.08262064468832295,0.5561558162760202,0.4744349571146249,0.06393159387910842,0.5770054945054944,0.4394153828000211,0.41991181239674485,0.0,0.5585893060295791,0.5912947251936556,0.6313489586289087,0.42981180444484357,0.5562729076297118,0.4092827004219409,0.01439684198304888,0.7137333333333333,0.7219333333333334,0.6748378586347148,0.882876498360207,0.006145317218670354,0,0,0,0,0.0,120584.7,71,305.0,1542.0,483.0,182.0,418.0,459.0,0.0,0.004605920134562444,0.0,36660.0,0,22.67,22.76,33.5,15.1,82.978,81.743,14.8,22.76,420.229,422.056,505.4,1561.7,423.4,1768.3,True,0,12,2013,12,2022
13989,202202,80102,0,11.0,11,4,0.14200000000000002,0.02088167053364269,5,2,0,0.3708609271523179,0,2.0,0,0.0,0.07863758367722004,0.35041087268021986,0.29722348042619007,0.06312256952358579,0.5985576923076923,0.2871996384511655,0.2728928287340146,0.0,0.5720648464163823,0.6162547645395303,0.6354463424323251,0.27101555955735485,0.5257742358519116,0.330379746835443,0.18808777429467086,0.4886666666666667,0.5967333333333333,0.6751566450478179,0.9052176437537187,0.012172813017406565,0,0,0,0,0.0,126427.92,68,275.0,1423.0,453.0,174.0,350.0,446.0,0.0,0.0038892890562241783,0.0,55380.0,0,22.665,22.761,33.5,15.1,82.89,81.718,14.8,22.761,416.01,422.056,505.4,1561.8,418.8,1778.2,True,0,2,2018,2,2022
13990,202202,80102,0,11.0,12,5,0.11707692307692308,0.02088167053364269,2,7,3,0.3747742323901264,0,2.0,0,0.0,0.0936403623605802,0.5060897499804605,0.4247901650953173,0.07387559227972951,0.5882898351648351,0.4076779667229501,0.38332466499418716,0.0,0.5643686006825939,0.6059879503258331,0.6338289540888713,0.38634806513110886,0.538451192037392,0.41350210970464135,0.10112620457448045,0.6178666666666667,0.6759333333333333,0.6707815763438497,0.898779896832677,0.00924588090114783,0,0,0,0,3.5429,68022.9,32,275.0,1446.0,447.0,191.0,362.0,446.0,0.27218948549126865,0.005593896961009373,0.0,45660.0,0,22.7,22.759,33.5,15.1,82.593,81.745,14.8,22.759,420.01,421.596,523.1,1587.3,422.8,1794.2,True,0,1,2014,1,2022
13991,202202,80102,0,11.0,13,4,0.22384615384615386,0.02088167053364269,6,1,5,0.3669476219145093,0,2.0,0,0.0,0.14915744239510684,0.4216295577111792,0.36144616362820997,0.11552790006059903,0.5775549450549451,0.3334454625183507,0.32021354708437866,0.0,0.5586746302616611,0.6198081888601992,0.6308892798365586,0.3272118072641956,0.47680150643935576,0.47350210970464135,0.03108092418437246,0.5336599999999999,0.5515266666666666,0.6749587776189954,0.8828941602173291,0.009059847080199182,0,0,0,0,0.0,131495.58,24,293.0,1555.0,517.0,196.0,394.0,448.0,0.0,0.0032705122122371815,0.0,51336.0,0,22.684,22.761,33.5,15.1,83.044,81.756,14.8,22.761,421.165,422.16,511.6,1561.7,424.3,1763.9,True,0,12,2019,12,2022
13992,202202,80102,0,11.0,14,6,0.44599999999999995,0.02088167053364269,3,4,4,0.3618302227573751,0,2.0,0,0.0,0.27932693363423067,0.39629054719455326,0.3445287995688702,0.2113459442597777,0.5641964285714286,0.30615870501539244,0.2981677935507557,0.0,0.5472696245733789,0.6305852698881103,0.6236762953294366,0.30833083441596504,0.5113386462221325,0.5183122362869198,0.09968652037617556,0.5750666666666666,0.6323133333333334,0.661959986808838,0.872018871694335,0.011986779196457917,0,0,0,0,1.3138,350298.3,85,293.0,1545.0,520.0,212.0,422.0,391.0,0.10093498152316711,0.0033919422175491226,0.0,173940.0,0,22.719,22.75,33.5,15.1,83.286,81.815,14.8,22.75,420.474,422.045,515.2,1553.9,420.4,1734.0,True,0,7,2016,7,2022
13993,202202,80105,1,11.0,15,7,0.04923076923076923,0.08120649651972157,0,2,0,0.33323299217338953,0,2.0,0,0.0,0.030945580035371203,0.3977386214622539,0.37546238239564084,0.022948287007613387,0.552973901098901,0.3011627438221741,0.31847274062289666,0.0,0.5363708759954494,0.5759867207672446,0.6056296464445832,0.3262914878871845,0.5435623255657553,0.4261603375527426,0.04307442238476721,0.8382666666666666,0.863,0.6504671869847203,0.8807206479252285,0.014405218868790346,0,0,0,0,0.0,28756.8,10,101.0,823.0,324.0,82.0,316.0,101.0,0.0,0.00427891372017508,0.0,0.0,2,23.184,23.06,34.7,14.9,81.352,80.518,14.1,23.06,444.737,450.812,348.6,897.9,493.5,1853.3,True,0,6,2019,6,2022
13995,202202,80105,1,11.0,16,0,0.05123076923076923,0.08120649651972157,7,3,6,0.3660445514750151,0,2.0,1,0.8,0.04121572886807082,0.5090587003152383,0.43747231658852814,0.035968911683322974,0.6507554945054944,0.4536114472518375,0.43668581349813373,0.0,0.6166666666666667,0.6690643059141769,0.6848646501333636,0.4299198683729153,0.4862974545209993,0.34388185654008435,0.01149425287356322,0.47273333333333334,0.47933333333333333,0.7160602396394417,0.9185600729434699,0.012582087423493591,0,0,0,0,0.0,0.0,0,101.0,995.0,338.0,181.0,257.0,219.0,0.0,0.004508513968574718,0.0,0.0,2,23.021,23.022,34.7,14.9,81.637,80.688,14.1,23.022,444.626,449.735,379.1,1095.5,492.6,2033.1,True,0,12,2017,12,2022
13998,202202,80312,2,81.0,17,8,0.08061538461538462,0.3375870069605568,2,4,4,0.50632149307646,0,1.0,0,0.0,0.0695692787416365,0.5460536651874495,0.33925449484947884,0.06337227800254998,0.6792582417582418,0.5078891816494757,0.35347740622896656,0.0,0.6518771331058022,0.7966277411354814,0.7377560864877136,0.3591456522188757,0.5185770234501655,0.3113161820361602,0.07390339010680355,0.517401322490979,0.5733840838383314,0.0,0.0,0.07634850352961008,0,0,2,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023355803089659625,0.0,0.0,4,23.318,23.254,33.7,15.4,78.495,80.019,17.8,23.254,449.655,437.565,214.0,1672.6,462.7,2477.5,False,0,11,2015,11,2022
13999,202202,81090,0,51.0,8,9,0.03107692307692308,0.10092807424593966,2,4,4,0.42534617700180616,0,1.0,0,0.0,0.018009922179974224,0.3666988771265556,0.27119626387110884,0.01604046366430468,0.6641483516483516,0.33347744498085397,0.2762757755614024,0.0,0.6353811149032993,0.7966277411354814,0.7201634413483912,0.28025086744263317,0.5185770234501655,0.3113161820361602,0.07390339010680355,0.517401322490979,0.5733840838383314,0.0,0.0,0.07634850352961008,1,0,1,1,1.7426,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13387829106581747,0.0023355803089659625,0.0,0.0,3,22.642,22.742,34.3,14.6,84.363,83.958,15.2,22.742,423.509,415.999,377.7,1755.6,406.4,1935.2,False,0,11,2016,11,2022
14001,202202,80101,0,11.0,18,0,0.12738461538461537,0.02552204176334107,6,2,0,0.35912101143889225,0,2.0,0,0.0,0.08373338490930006,0.4159272989379163,0.36432857803623814,0.060368775082672174,0.5376030219780219,0.30618431712019584,0.3004424677231843,0.0,0.516382252559727,0.5568855280954138,0.572135520118041,0.2991054786281411,0.6205924879787484,0.42371308016877635,0.09484500174155347,0.6281599999999999,0.6826133333333334,0.6156919863691327,0.881832241057857,0.007943644154507289,0,0,0,0,0.0,112349.7,149,228.0,1141.0,365.0,165.0,330.0,281.0,0.0,0.004106702401742095,0.0,49680.0,0,22.716,22.75,33.5,15.1,83.352,81.795,14.8,22.75,421.505,422.254,459.5,1461.5,420.0,1724.7,True,0,10,2018,10,2022
14002,202202,80102,0,11.0,19,0,0.1756923076923077,0.02088167053364269,4,5,2,0.3660445514750151,0,2.0,0,0.0,0.14546576307374745,0.523894451633073,0.45022176858312407,0.10906504011282778,0.5590796703296703,0.40107020702617135,0.38610528972648844,0.0,0.5350796359499432,0.5882761588589697,0.5877475739174849,0.3797078236347127,0.5551767039913917,0.3330379746835443,0.040264716126785095,0.74234,0.7654599999999999,0.6336924260745301,0.9012569722940655,0.009884597019738189,0,0,0,0,0.3515,123579.78,71,280.0,1433.0,456.0,178.0,361.0,438.0,0.027004601922205235,0.0037111672707907245,0.0,36.0,0,22.696,22.755,33.5,15.1,83.22,81.815,14.8,22.755,419.396,421.305,514.4,1557.9,420.4,1753.7,True,0,6,2015,6,2022
14003,202202,80102,0,11.0,20,4,0.0676923076923077,0.02088167053364269,8,10,7,0.37387116195063214,0,2.0,0,0.0,0.05518600286820933,0.5158523052339972,0.4340302988744844,0.037038535230288,0.500467032967033,0.35351029250526433,0.3331954047604479,0.0,0.48720136518771334,0.5398376982663224,0.5367459281539073,0.3342881757019237,0.5713709270654695,0.3881856540084388,0.06037385347730176,0.5925333333333334,0.6272,0.5952511817082555,0.8730013124967575,0.009214875264323054,0,0,0,0,0.0,52301.46,33,280.0,1448.0,444.0,186.0,362.0,456.0,0.0,0.003757094973812265,0.0,26400.0,0,22.701,22.754,33.5,15.1,82.626,81.766,14.8,22.754,420.563,421.385,525.6,1587.1,423.7,1793.4,True,0,7,2010,7,2022
14005,202202,80102,0,11.0,21,5,0.06,0.02088167053364269,1,0,1,0.4885611077664058,0,2.0,0,0.0,0.05496598857783776,0.5796669625100954,0.3732297771975882,0.04034386646741849,0.5473145604395604,0.4344240278654473,0.3133386618123968,0.0,0.524971558589306,0.5853928439690153,0.5732932296691449,0.3070331860837938,0.5535492114731497,0.33544303797468356,0.18588180657146175,0.7418666666666667,0.8485999999999999,0.6244915906342751,0.8966350850584001,0.01332002157992323,0,0,0,0,0.0,105154.2,71,298.0,1884.0,273.0,380.0,342.0,889.0,0.0,0.0031448276447465628,0.0,35100.0,0,22.675,22.778,33.5,15.1,81.044,81.403,15.3,22.778,423.258,422.469,260.8,1867.0,428.6,2347.2,True,0,10,2020,10,2022
14006,202202,80102,0,11.0,22,3,0.14323076923076924,0.02088167053364269,6,2,0,0.36303431667670083,0,2.0,0,0.0,0.09552631979013763,0.42200974372780087,0.36567179295142316,0.07433922546808672,0.5802884615384615,0.33532759286789127,0.32549218319769935,0.0,0.5601592718998862,0.6016660518873724,0.6270188979059078,0.3290063483592216,0.5568916237936715,0.39957805907172994,0.01360733774526878,0.5584866666666667,0.56628,0.6735132461250962,0.8815165353617977,0.014250190684666472,0,0,0,0,0.0,70462.32,69,348.0,1415.0,376.0,226.0,386.0,427.0,0.0,0.00385089919893343,0.0,0.0,0,22.734,22.752,33.5,15.1,83.209,81.824,14.8,22.752,420.148,421.401,511.6,1554.2,420.6,1740.4,True,0,10,2018,10,2022
14007,202202,80105,1,11.0,23,0,0.07600000000000001,0.08120649651972157,7,3,6,0.3669476219145093,0,2.0,0,0.0,0.06989824444643392,0.5819536990560221,0.4988856576097519,0.06436488865413353,0.6866483516483517,0.5471709306792049,0.5254581472189929,0.0,0.6395790671217293,0.7141952539038486,0.6951081096419046,0.49760594339555586,0.47185513971552506,0.2739662447257384,0.038987576918611405,0.62388,0.6463066666666666,0.7184951082774541,0.949472738371599,0.009419512467366567,0,0,0,0,0.0,116060.64,124,109.0,1003.0,338.0,181.0,257.0,227.0,0.0,0.0037576084434586864,0.0,109200.0,2,23.021,23.019,34.7,14.9,81.637,80.705,14.1,23.019,444.626,449.552,379.1,1095.6,492.6,2036.7,True,0,12,2017,12,2022
14008,202202,80113,1,11.0,24,10,0.11307692307692307,0.06380510440835267,9,9,8,0.3777844671884407,0,2.0,0,0.0,0.0868186524821497,0.4858193571918611,0.4045268698522285,0.07010662785424182,0.6021428571428572,0.4005646946413139,0.37363511901119745,0.0,0.5707622298065985,0.6351284888724948,0.620736621077124,0.3603188090258672,0.5591311073001782,0.3388185654008439,0.08847091605712296,0.6237999999999999,0.6745333333333333,0.6640650763988128,0.9167508364545146,0.0074289505832160286,0,0,0,0,0.0,46688.82,149,109.0,1010.0,323.0,197.0,237.0,253.0,0.0,0.00498162963194367,0.0,30600.0,2,23.004,23.032,34.7,14.9,81.022,80.582,14.1,23.032,444.098,449.825,383.4,1119.3,496.6,2098.7,True,0,9,2013,9,2022
14009,202202,80257,3,31.0,25,2,0.08861538461538461,0.32366589327146167,2,7,3,0.34015653220951236,0,1.0,0,0.0,0.06930872439008323,0.4948966765377634,0.4576699085373844,0.0585383574783022,0.6298076923076923,0.42679465880462164,0.4421396010524384,0.0,0.6217292377701934,0.7966277411354814,0.7139208898473413,0.4688507969489002,0.5185770234501655,0.3113161820361602,0.0,0.0,0.84,0.0,0.0,0.07634850352961008,0,0,1,1,0.0,59540.4,27,121.0,854.0,390.0,73.0,257.0,134.0,0.0,0.0023355803089659625,1150.0,34560.0,5,23.262,23.19,34.7,13.9,84.253,82.594,15.8,23.19,428.314,424.589,402.5,1222.6,406.7,1547.1,True,0,10,2013,10,2022
14012,202203,80101,0,11.0,26,0,0.17476923076923076,0.02552204176334107,0,2,0,0.3618302227573751,0,2.0,0,0.0,0.13750766460531716,0.49784905732473017,0.43282215686418285,0.09284954714083792,0.5035027472527472,0.3432435626882073,0.3342849385057823,0.0,0.4891069397042094,0.5381470552071808,0.5406673855059305,0.33579317866125014,0.575977672416692,0.3935443037974683,0.04106583072100314,0.6573,0.6808266666666667,0.5931021215785425,0.8702217777321514,0.009022640316009451,0,0,0,0,0.0,247157.7,44,216.0,1226.0,391.0,224.0,310.0,301.0,0.0,0.005075411592798324,0.0,68160.0,0,22.699,22.746,33.5,15.1,83.407,81.831,14.8,22.746,420.307,421.989,521.0,1548.8,419.5,1732.6,True,0,5,2019,5,2022
14013,202203,80102,0,11.0,27,0,0.034,0.02088167053364269,10,0,1,0.403371462974112,0,2.0,0,0.0,0.04335590626462187,0.8068728608522723,0.629240376264253,0.04214550147452468,0.7248626373626373,0.8008660811643682,0.6996389891696752,0.0,0.680830489192264,0.7390261895979344,0.7360535724419728,0.6645967471597111,0.5398971048118633,0.2510548523206751,0.023452920004644145,0.6739333333333334,0.6874,0.7609651533472575,0.9542911137677488,0.008278505032214856,0,0,0,0,0.0,46477.2,51,281.0,1486.0,313.0,337.0,216.0,620.0,0.0,0.005705218293566773,0.0,0.0,0,22.916,22.803,33.5,15.1,80.967,81.472,15.0,22.803,416.737,422.483,380.6,1622.1,426.2,1937.5,True,0,1,2021,1,2022
14014,202203,80102,0,11.0,28,6,0.06584615384615385,0.02088167053364269,6,1,5,0.4379891631547261,0,2.0,0,0.0,0.06350136062580342,0.6102227232069196,0.43826990376028296,0.04468070375784034,0.5246703296703297,0.43840667749387907,0.3527224958697914,0.0,0.5074744027303755,0.5664576417066274,0.5608365019011408,0.35270379288359893,0.5162244863647063,0.3913080168776371,0.14726576105886452,0.56976,0.6543533333333333,0.607793778168627,0.8899953306465233,0.011912365668078457,0,0,0,0,4.9315,82717.92,74,300.0,1725.0,332.0,447.0,159.0,787.0,0.3788711077648794,0.00310678844965337,0.0,0.0,0,22.731,22.767,33.5,15.1,81.11,81.55,15.0,22.767,416.363,421.926,350.1,1737.8,422.2,2096.2,True,0,9,2019,9,2022
14019,202203,80112,4,11.0,29,11,0.029384615384615384,0.060324825986078884,1,0,1,0.4063816977724263,0,1.0,2,0.32,0.02351872528534291,0.5064417781869024,0.39202342405929763,0.021862327391931072,0.6931593406593406,0.4806887669947259,0.41682065716208777,0.0,0.6424914675767919,0.676564613303824,0.6992281936325975,0.39333551768082536,0.6282322875685127,0.3164556962025316,0.22048066875653083,0.8598,0.9863999999999999,0.712273276904474,0.9507190031647841,0.009227277519052965,0,0,0,0,0.0,20136.6,70,305.0,1388.0,313.0,255.0,191.0,629.0,0.0,0.002316875233850897,1000.0,0.0,0,22.925,22.801,33.5,15.1,80.879,81.476,15.0,22.801,419.23,422.196,380.7,1625.0,429.4,1950.6,True,0,1,2021,1,2022
14020,202203,80114,3,11.0,30,0,0.13615384615384615,0.2099767981438515,7,3,6,0.3600240818783865,0,1.0,2,0.48,0.06790164643323475,0.31556305025575115,0.27572187773771284,0.07147730181042537,0.784945054945055,0.3391765303216286,0.33198119990209873,0.0,0.7228100113765644,0.7440673798106481,0.7823052040179332,0.3095135478023548,0.6748377551363529,0.3143459915611814,0.04307442238476721,0.5232666666666667,0.548,0.7907002308453336,0.9750327572256314,0.01393393318905377,0,0,0,0,2.3255,62152.14,35,86.0,747.0,269.0,95.0,255.0,128.0,0.1786606024753578,0.002316875233850897,3100.0,53100.0,2,23.049,23.004,34.7,14.9,81.758,80.76,14.1,23.004,443.065,449.258,382.7,1128.0,488.8,1995.5,True,0,9,2017,9,2022
14021,202203,80114,3,11.0,31,0,0.03446153846153847,0.2099767981438515,0,2,0,0.4154124021673691,0,1.0,2,0.72,0.027296974529017394,0.5012052487603235,0.3795358414374051,0.026771704995492022,0.7313324175824175,0.5019135901160274,0.4257637061738971,0.0,0.6798179749715586,0.7716709701217264,0.7422790988025653,0.4042520504424597,0.5506910118026833,0.2869198312236287,0.023104609311505864,0.5339333333333334,0.5472,0.7565351214686161,0.9677560720912854,0.014783487638052598,0,0,0,0,0.0,43327.68,108,86.0,828.0,211.0,209.0,100.0,308.0,0.0,0.002316875233850897,600.0,18240.0,2,23.178,23.067,34.7,14.9,79.451,80.325,16.0,23.067,451.443,450.061,315.5,1222.9,512.8,2321.3,True,0,4,2019,4,2022
14023,202203,80257,3,31.0,32,2,0.18061538461538462,0.32366589327146167,2,3,6,0.3461770018061409,0,1.0,0,0.0,0.1438724542108455,0.5040326493039574,0.458012255370482,0.1250938351566201,0.6483516483516483,0.44747496335084214,0.4555015908951845,0.0,0.6257110352673493,0.7966277411354814,0.7178934226207367,0.4718123220496868,0.5185770234501655,0.3113161820361602,0.0,0.0,0.5666666666666667,0.0,0.0,0.07634850352961008,0,0,1,1,0.0,75037.2,107,131.0,876.0,399.0,69.0,243.0,165.0,0.0,0.0023355803089659625,2350.0,70440.0,6,23.166,23.215,34.9,14.1,86.055,83.685,15.1,23.215,447.493,441.859,397.3,1081.4,439.8,1750.6,True,0,2,2018,2,2022
14024,202203,81108,4,81.0,33,2,0.10461538461538461,0.27958236658932717,2,2,0,0.3964479229379892,0,1.0,0,0.0,0.0959849292322557,0.5805548401663903,0.46065283809553953,0.09115059599424037,0.708125,0.562926295353435,0.5003625405372332,0.0,0.6607110352673493,0.7135743268166729,0.71898870665683,0.4752564504194339,0.5461212549177847,0.3249789029535865,0.14636015325670498,0.6663866666666666,0.7503866666666668,0.7383203253819941,0.9508547786914109,0.014566448180279176,0,0,0,0,0.0,0.0,0,0.0,12.0,0.0,0.0,12.0,0.0,0.0,0.0020280840414138314,0.0,0.0,4,23.371,23.231,33.7,15.4,80.187,80.537,16.4,23.231,430.687,435.109,333.8,1468.6,419.4,1917.5,False,0,1,2019,1,2022
14026,202203,80102,0,11.0,34,7,0.023076923076923078,0.02088167053364269,9,6,9,0.5261890427453342,0,2.0,0,0.0,0.025122169163540296,0.6888346605761132,0.41180331003758297,0.019191769110672198,0.5696497252747252,0.5373097149653685,0.35983372085908344,0.0,0.5484584755403868,0.6052440673798107,0.6081890925600137,0.35938559451869156,0.5633410672853828,0.4223628691983122,0.032671543016370604,0.8313733333333333,0.8501,0.6508904034297022,0.9032218538989101,0.07472978587507209,0,1,0,0,0.0,15437.4,293,232.0,1568.0,225.0,289.0,334.0,720.0,0.0,0.003675943809652906,0.0,46020.0,0,23.016,22.802,33.5,15.1,78.956,81.163,15.7,22.802,443.098,424.855,207.1,1946.4,460.7,2547.5,True,0,4,2015,4,2022
14027,202203,80102,0,11.0,35,3,0.19446153846153846,0.02088167053364269,2,2,0,0.3609271523178808,0,2.0,0,0.0,0.13518421234884048,0.43987371711926077,0.3833761445350505,0.0975994535973968,0.5383585164835164,0.3242658750783962,0.31659273083277245,0.0,0.5190784982935155,0.5743821468092956,0.571760967027978,0.31453705130616716,0.5439624735196207,0.36556962025316453,0.02655288517357483,0.7256,0.7408466666666667,0.6186764867538749,0.8817295815133341,0.011298454058947917,0,0,0,0,0.0,133625.94,110,390.0,1647.0,540.0,205.0,472.0,430.0,0.0,0.003339529351147785,0.0,75840.0,0,22.746,22.753,33.5,15.1,83.264,81.798,14.8,22.753,425.0,422.206,464.3,1464.6,424.0,1728.8,True,0,10,2018,10,2022
14029,202203,80109,4,11.0,36,2,0.14276923076923076,0.06380510440835267,1,0,1,0.38561107766405783,0,1.0,2,0.4,0.12801073298119786,0.5673453778082691,0.4628227166126895,0.1194151065072785,0.6956043956043956,0.5403961369366864,0.49383528116012976,0.0,0.6465187713310581,0.7104143612443133,0.7016003632029965,0.46594716469505704,0.5671878677830458,0.25130801687763715,0.2000464414257518,0.6439533333333334,0.7588066666666666,0.7201275145652414,0.9568046168094517,0.010331078190014945,0,0,0,0,0.0,82861.26,62,241.0,1300.0,429.0,192.0,238.0,441.0,0.0,0.0020154880326349617,1850.0,55680.0,1,23.037,23.021,34.1,14.5,83.473,82.737,16.4,23.021,432.28,427.667,516.0,1623.7,409.9,1743.3,True,0,2,2021,2,2022
14031,202203,80112,4,11.0,37,4,0.04153846153846154,0.060324825986078884,0,1,5,0.4133052378085491,0,1.0,2,0.72,0.030258510456802033,0.46092779046643106,0.3508153706213927,0.030002357061343493,0.7393681318681319,0.46665137345238694,0.3978695007036652,0.0,0.6865187713310581,0.7729005287101931,0.744566142670677,0.3748125442468828,0.6061737112882074,0.2172995780590717,0.04237780099849065,0.533,0.5572666666666667,0.761844564142025,0.9611538491257934,0.013481250891412059,0,0,0,0,0.0,14171.4,176,306.0,1396.0,320.0,255.0,174.0,647.0,0.0,0.002991760812480137,850.0,0.0,0,22.841,22.796,33.5,15.1,81.044,81.494,15.0,22.796,418.904,421.844,374.0,1626.3,428.0,1979.7,True,0,11,2019,11,2022
14032,202203,80113,1,11.0,38,2,0.20553846153846153,0.06380510440835267,2,4,4,0.3798916315472607,0,2.0,0,0.0,0.1874365505813276,0.577028069230836,0.4778084764219191,0.14546413493903923,0.578701923076923,0.45724650402936556,0.4241406871443432,0.0,0.5520193401592719,0.5996311324234601,0.6080926167640883,0.4169229387186902,0.5585359292511516,0.32168776371308017,0.043109253454081044,0.7371333333333333,0.76188,0.649499835110476,0.9087676770352807,0.011093816855904404,0,0,0,0,0.0,64344.47,142,130.0,1031.0,323.0,197.0,237.0,274.0,0.0,0.004189283349266489,0.0,80160.0,2,23.004,23.023,34.7,14.9,81.022,80.635,14.1,23.023,444.098,449.185,383.4,1182.6,496.6,2111.4,True,0,12,2017,12,2022
14033,202203,80114,3,11.0,39,0,0.09738461538461539,0.2099767981438515,2,3,6,0.35310054184226375,0,1.0,0,0.0,0.0710751730976154,0.4618099955710328,0.41141638660486246,0.06649557875968787,0.6976304945054945,0.44115377174505266,0.4402615033959493,0.0,0.6524573378839591,0.7414853067748679,0.716905964474207,0.42322955452710304,0.5762130535660244,0.3025316455696202,0.04690584000928829,0.7179333333333333,0.7448,0.7347477190282511,0.952357140412868,0.02233025964120277,0,0,0,0,0.0,49534.5,28,89.0,720.0,239.0,119.0,237.0,125.0,0.0,0.002003783986033208,2550.0,37980.0,2,23.081,23.005,34.7,14.9,81.747,80.758,14.1,23.005,443.068,449.302,341.5,1085.2,488.8,1956.9,True,0,7,2018,7,2022
14034,202203,80238,4,31.0,40,2,0.24523076923076922,0.2772621809744779,2,3,6,0.4145093317278748,0,1.0,2,0.48,0.21650419674091692,0.5586336792559335,0.42394491581012195,0.22035022975513788,0.7589217032967032,0.5805319385887064,0.49352704521813623,0.0,0.7017576791808874,0.7566211729988934,0.7590829124340276,0.46177547820072146,0.5742862907293453,0.2724050632911392,0.0716010681527923,0.5519866666666666,0.5930933333333334,0.7719303066945147,0.9673366029846331,0.015633042087051425,0,0,0,0,4.4573,106491.9,49,73.0,869.0,179.0,232.0,187.0,271.0,0.34243986386300257,0.002209511374665912,2400.0,95640.0,4,23.357,23.238,33.7,15.4,79.286,80.397,16.4,23.238,432.954,435.038,323.5,1495.5,433.6,2009.4,True,0,10,2017,10,2022
14035,202203,80238,4,31.0,9,2,0.019846153846153847,0.2772621809744779,2,2,0,0.6309452137266707,0,1.0,0,0.0,0.010323357663000608,0.32913977994112076,0.16409876896710718,0.010326729153426023,0.7459203296703296,0.33618164549018204,0.18775928532093253,0.0,0.694254835039818,0.7817533505471537,0.7490494296577948,0.17637947806193421,0.6057365748680184,0.16877637130801687,0.6783931266689888,0.5933333333333334,0.9828666666666667,0.77415631526877,0.9565264425597771,0.009909401529198008,0,0,0,0,0.6611,0.0,0,73.0,1357.0,177.0,209.0,149.0,822.0,0.05079016310318601,0.003402258226285551,0.0,7740.0,4,23.582,23.3,34.2,14.9,77.165,79.488,18.5,23.3,418.487,436.12,143.2,1888.7,406.7,3076.6,True,0,5,2018,5,2022
14036,202203,80257,3,31.0,41,2,0.07230769230769231,0.32366589327146167,11,7,3,0.3431667670078266,0,1.0,0,0.0,0.04118025631453682,0.36036308846644843,0.33033282239644524,0.03679116047542628,0.6662087912087912,0.3287354487146023,0.3375673071039589,0.0,0.6473265073947669,0.7966277411354814,0.7422961239430226,0.35185288692542926,0.5185770234501655,0.3113161820361602,0.0,0.0,0.8,0.0,0.0,0.07634850352961008,0,0,1,1,0.0,37810.8,33,140.0,873.0,390.0,73.0,257.0,153.0,0.0,0.0023355803089659625,0.0,28200.0,5,23.262,23.181,34.7,13.9,84.253,82.647,15.8,23.181,428.314,423.997,402.5,1262.5,406.7,1558.8,True,0,10,2013,10,2022
14037,202203,80289,0,31.0,8,7,0.12246153846153846,0.058004640371229696,2,2,0,0.4539434075857917,0,1.0,0,0.0,0.09100145775303334,0.4702019157454126,0.3258361760595636,0.0874812037971247,0.7168337912087911,0.4615328400433237,0.3582780089334883,0.0,0.6652161547212743,0.7189782368129842,0.7237897962658192,0.3384106219719014,0.565943710279431,0.3151054852320675,0.21054220364565193,0.6243533333333333,0.7452466666666666,0.739133780367154,0.9519509176990574,0.009537333887300712,0,0,0,0,1.5625,173952.0,124,340.0,1870.0,265.0,543.0,218.0,844.0,0.12004179375091233,0.0019886644617969278,1800.0,0.0,0,22.841,22.76,33.5,15.1,80.527,81.604,15.0,22.76,422.7,421.658,244.4,1795.7,428.0,2167.1,True,0,9,2018,9,2022
