,Período,Hacienda,Zona,Tenencia,Suerte,Suelo,Area Neta,Dist Km,Variedad,Cod.Estado #,Cod.Estado,Edad Ult Cos,Destino 1=Semilla,Cod. T.Cultivo,Producto,Dosis Madurante,TonUltCorte,TCH,TCHM,Ton.Azucar,Rdto,TAH,TAHM,Sac.Caña Precosecha,%Sac.Caña,%Sac.Muestreadora,%ATR,KATRHM,%Fibra Caña,%AR Jugo,%ME Min,%ME Veg,%ME Tot,Brix,Pureza,Vejez,Tipo Quema,T.Corte,Cerca de,Cosechó,Num.Riegos,M3 Riego,DDUlt.Riego,Lluvias (2 Meses Ant.),Lluvias Ciclo,Lluvias 0 -3,Lluvias tres a seis,Lluvias seis a nueve,Luvias 9 -FC,%Infest.Diatrea,Fosfato Jugo,NITO_XTEND,Vinaza,Codigo Estacion,Temp. Media 0-3,Temp. Media Ciclo,Temp Max Ciclo,Temp Min Ciclo,Humedad Rel Media 0-3 ,Humedad Rel Media Ciclo,Oscilacion Temp Med 0-3,Oscilacion Temp Ciclo,Radicion Solar 0-3,Radiacion Solar Ciclo,Precipitacion 0_3,Precipitacion Ciclo,Evaporacion 0-3,Evaporacion Ciclo,DS_indicator,catSac,Mes Siembra,Ano Siembra,Mes Ult.Corte,Ano Ult.Corte
17242,202303,81291,3,51.0,79,17,0.138,0.2099767981438515,16,24,26,0.3618302227573751,0,1.0,2,0.44000000000000006,0.07642815034281689,0.3504370539552414,0.30466446924842616,0.07986703995880198,0.7792307692307692,0.3739177497309259,0.3641585847151686,0.0,0.7192662116040957,0.7805483831304563,0.7930934680211112,0.3467196067643846,0.5578163354517637,0.2982278481012658,0.022895622895622896,0.55248,0.5656800000000001,0.7960591403759482,0.9639333838903994,0.014281196321491246,0,0,0,0,0.0,0.0,0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.00180782782736573,0.0,0.0,2,22.784,22.833,33.5,15.6,83.209,81.163,15.3,22.833,424.114,446.19,359.3,1024.2,440.9,1996.0,False,0,4,1997,4,2023
17247,202303,80205,4,31.0,47,31,0.09523076923076923,0.16589327146171695,2,4,4,0.3570138470800722,0,1.0,2,0.52,0.06192705491658038,0.41147067763197887,0.36255215698106935,0.06576434520758087,0.7918818681318681,0.44617044476792067,0.4403873217891452,0.0,0.7325312855517635,0.8613734169433175,0.7989387662448215,0.4156388866892015,0.5099868859073943,0.18084388185654007,0.007442238476721237,0.48288,0.48716000000000004,0.8081235572166648,0.9680640507248536,0.018466957292835838,0,0,5,0,2.0793,33210.0,45,126.0,778.0,231.0,60.0,251.0,236.0,0.15974585711761408,0.0021391569882479636,0.0,38550.0,4,22.845,22.959,33.3,15.4,84.176,81.931,15.9,22.959,406.045,432.634,295.2,1201.9,381.4,1704.0,True,0,3,2018,3,2023
17248,202303,80304,2,51.0,33,14,0.0876923076923077,0.24361948955916474,0,2,0,0.37387116195063214,0,1.0,3,0.4,0.0745772431744895,0.5381217948606613,0.4527674989834139,0.07285808857105296,0.728489010989011,0.5367893057440437,0.5059425289114605,0.0,0.676410693970421,0.7179577031845569,0.7520515294251178,0.4886017995558383,0.6400215205622247,0.3286075949367089,0.08447695344247069,0.5183266666666666,0.5668333333333333,0.7546883587996043,0.9538915142503591,0.011397672096787197,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014483990748710234,0.0,0.0,4,22.991,22.963,33.3,15.4,83.769,81.953,15.9,22.963,412.774,432.409,297.8,1265.8,390.8,1786.4,False,0,12,2019,12,2023
17249,202303,80304,2,51.0,65,14,0.08261538461538462,0.24361948955916474,0,2,0,0.3747742323901264,0,1.0,3,0.4,0.06659211799860475,0.5100322706706846,0.4280993605145562,0.059018326735376686,0.6608722527472527,0.46154447002968846,0.43397326072324544,0.0,0.6255062571103527,0.7178163039468831,0.712819930764429,0.4378815179584282,0.5556676418171425,0.42067510548523207,0.02774875188668292,0.5262,0.5421333333333334,0.7165604045289656,0.9264361573539006,0.01940952865230899,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009949344097317666,0.0,0.0,4,22.991,22.963,33.3,15.4,83.769,81.953,15.9,22.963,412.774,432.409,297.8,1265.8,390.8,1786.4,False,0,12,2019,12,2023
17250,202303,80307,2,51.0,47,18,0.2641538461538462,0.2668213457076566,2,5,2,0.3509933774834437,0,1.0,0,0.0,0.15871645098791062,0.38019006348186296,0.3407363763856407,0.15661155706850025,0.7357898351648352,0.3830490857948668,0.3845694639906994,0.0,0.681632536973834,0.7518566334685848,0.7622666136995632,0.3726984499844846,0.5198930697064461,0.3762025316455696,0.03376291652153721,0.5012666666666666,0.5206533333333333,0.7578927118830384,0.9559833404532695,0.015509019539752327,0,0,2,0,1.3164,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10113473106796864,0.0011077592760370205,0.0,0.0,4,22.849,22.96,33.3,15.4,83.901,81.857,15.9,22.96,407.269,432.669,282.2,1183.4,385.6,1678.7,False,0,3,2017,3,2023
17251,202303,81034,2,51.0,8,31,0.292,0.24361948955916474,8,11,19,0.42534617700180616,0,1.0,0,0.0,0.21912038202250989,0.4748272998063412,0.35116385218196283,0.2243074479248914,0.763331043956044,0.4963047351750833,0.4111733616839014,0.0,0.7102389078498295,0.8203307512602976,0.7816639237273708,0.39387830886562863,0.566552338679848,0.24071729957805907,0.0737257633809358,0.5540066666666666,0.5963200000000001,0.7925524898318128,0.9544257854283057,0.013654882457630798,0,0,2,0,2.118,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16271905226523667,0.002336936033736069,0.0,0.0,4,23.233,22.996,33.3,15.4,81.011,81.646,15.4,22.996,446.464,434.661,310.2,1435.4,440.2,2048.4,False,0,5,2010,5,2023
17252,202303,81143,4,51.0,8,2,0.12830769230769232,0.19721577726218098,0,2,0,0.34918723660445516,0,1.0,2,0.48,0.10573776999258455,0.5214506448055163,0.46975510385730607,0.09782815855943879,0.689896978021978,0.492604929428524,0.49711803218503336,0.0,0.6476678043230945,0.7312307881470552,0.7252255831110607,0.48885134307124567,0.5492787249066882,0.340210970464135,0.049761987693022175,0.5583933333333333,0.58692,0.7335330328679786,0.9405844087748523,0.012575886296128637,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013670551856546738,0.0,0.0,2,22.784,22.831,33.5,15.6,82.681,81.059,15.3,22.831,425.753,447.515,307.5,959.2,449.1,1941.8,False,0,1,2020,1,2023
17259,202303,80344,2,51.0,51,17,0.1606153846153846,0.4013921113689095,14,17,16,0.37688139674894644,0,1.0,2,0.32,0.08253956456595953,0.32517023734053546,0.27140803901948035,0.084508039290579,0.7634615384615384,0.3399370203569844,0.3178432662301903,0.0,0.7144539249146759,0.8328353621050044,0.7876567731683788,0.30675520990454214,0.5662194424829349,0.23628691983122363,0.01501219087425984,0.5234866666666667,0.5321066666666667,0.7985159942838299,0.9629399044272757,0.01614773565834269,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008766554938895285,0.0,0.0,4,23.008,22.967,33.3,15.4,83.549,81.911,15.9,22.967,417.551,433.462,278.4,1265.9,397.9,1806.2,False,0,4,2003,4,2023
17260,202303,80355,0,51.0,72,2,0.07692307692307693,0.06148491879350348,8,20,22,0.37176399759181217,0,1.0,2,0.44000000000000006,0.042239787705212944,0.3474568175699734,0.29400191359936945,0.04448078139306215,0.7852403846153846,0.37359697771936357,0.35412370739766263,0.0,0.7354379977246872,0.8610598795032585,0.8098859315589355,0.3416694980202128,0.5604425165607452,0.2320675105485232,0.03959131545338442,0.5173333333333333,0.5400666666666667,0.8231285039023855,0.952983032474636,0.014442425632980078,0,0,0,0,0.0,0.0,0,0.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0013010680742646177,0.0,0.0,1,22.905,22.879,33.7,15.2,85.077,82.95,15.2,22.879,405.049,424.105,402.3,1299.5,373.7,1665.7,False,0,9,2001,9,2023
17261,202303,80396,2,51.0,44,11,0.30861538461538457,0.3410672853828306,2,4,4,0.40848886213124624,0,1.0,2,0.48,0.21644592040296823,0.44377986122569496,0.3417464647090182,0.21443190543127608,0.7387431318681319,0.44891012326936164,0.3872560117481491,0.0,0.6893515358361776,0.7995635067010943,0.7664661483457239,0.3758626718813281,0.5022663842092875,0.30957805907172997,0.021827470103332174,0.4827666666666667,0.49532000000000004,0.7699571287237551,0.955464523400305,0.015378795865088273,0,0,4,0,0.9248,0.0,0,0.0,192.0,192.0,0.0,0.0,0.0,0.07104937655093997,0.0013194639244697283,0.0,0.0,4,23.013,22.96,33.3,15.4,82.857,81.945,15.4,22.96,440.033,433.834,360.0,1433.7,422.6,1956.6,False,0,9,2017,9,2023
17262,202303,81104,3,51.0,51,2,0.2493846153846154,0.3387470997679814,2,10,7,0.35791691751956656,0,1.0,0,0.0,0.15077904484237517,0.3825666299033443,0.33623388572258706,0.14533500220536927,0.7187568681318681,0.37652008985405866,0.37070228844153463,0.0,0.6701592718998863,0.7631316857248249,0.7433176323704671,0.3586312608858807,0.5559568243720368,0.29645569620253165,0.046650412167653546,0.5511933333333333,0.5780333333333334,0.7464713641859955,0.9464073022948272,0.015887288309014577,0,0,6,0,0.0,0.0,0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.00112666024678861,0.0,0.0,7,23.552,23.667,34.1,16.5,78.722,76.24,14.2,23.667,410.219,440.04,201.2,875.5,390.4,1828.8,False,0,10,2016,10,2023
